<head/><TITLE>ATG rooftop data for 25 April 2015</TITLE>
<H2>ATG rooftop data for 25 April 2015</H2>

THIS DATA IS SUBJECT TO ERRORS.

All times are <a href=/utc.html>UTC</a>.
<p>
<PRE>
			Wind 
  Time	  RHum 	 Temp	Direct	Speed	Gust	Rain	Radiation    Pres
	   (%)    (F)           (knot)  (knot) (inch)   (Watts m-2) (mbar)

00:00:32    69     50     157       9     10    0.00       502.11   1009.8
00:01:32    69     50     152       8      9    0.00       468.13   1009.8
00:02:32    69     50     167       8      9    0.00       439.98   1009.8
00:03:32    69     50     180       7      9    0.00       421.36   1009.7
00:04:32    70     50     176       6      7    0.00       397.65   1009.7
00:05:32    71     50     172       5      6    0.00       374.88   1009.7
00:06:32    70     51     189       4      5    0.00       416.61   1009.7
00:07:32    68     51     159       5      6    0.00       441.74   1009.6
00:08:32    67     51     142       7      8    0.00       445.27   1009.6
00:09:32    68     51     165       4      5    0.00       450.66   1009.6
00:10:32    68     51     158       4      6    0.00       458.71   1009.6
00:11:32    67     51     154       7      8    0.00       459.35   1009.6
00:12:32    65     51     152       7      9    0.00       464.98   1009.6
00:13:32    65     52     156       5      6    0.00       479.20   1009.6
00:14:32    65     52     148       7      9    0.00       487.75   1009.6
00:15:32    65     52     155       6      9    0.00       498.43   1009.6
00:16:32    62     52     171       8     10    0.00       495.36   1009.6
00:17:32    62     52     189       8     11    0.00       470.58   1009.6
00:18:32    63     52     171       6      8    0.00       463.84   1009.6
00:19:32    62     52     178       8     10    0.00       457.78   1009.6
00:20:32    61     52     143      11     13    0.00       441.45   1009.6
00:21:32    60     52     170      10     12    0.00       418.31   1009.6
00:22:32    60     53     164       9     12    0.00       410.07   1009.6
00:23:32    58     53     168      11     13    0.00       376.72   1009.5
00:24:32    58     53     159       9     10    0.00       379.59   1009.5
00:25:32    57     53     183      10     11    0.00       360.09   1009.5
00:26:32    56     53     180       7      9    0.00       345.34   1009.5
00:27:32    57     53     149       8     13    0.00       338.60   1009.5
00:28:32    56     53     135      14     16    0.00       351.10   1009.5
00:29:32    58     53     143      12     14    0.00       365.99   1009.5
00:30:32    59     52     140      12     14    0.00       364.94   1009.5
00:31:32    60     52     148       9     11    0.00       369.39   1009.5
00:32:32    61     52     152       7      8    0.00       370.40   1009.5
00:33:32    61     53     142       8     12    0.00       378.28   1009.5
00:34:32    59     53     141      13     16    0.00       380.27   1009.5
00:35:32    58     52     144      14     16    0.00       381.21   1009.5
00:36:32    60     52     135      14     16    0.00       372.76   1009.5
00:37:32    60     52     148      13     15    0.00       368.92   1009.5
00:38:32    59     52     143      15     18    0.00       351.71   1009.5
00:39:32    59     52     138      14     16    0.00       346.56   1009.5
00:40:32    61     52     154       9     11    0.00       354.24   1009.5
00:41:32    61     53     151       7      9    0.00       354.84   1009.5
00:42:32    61     53     151       9     14    0.00       346.05   1009.4
00:43:32    60     53     119       7     10    0.00       335.04   1009.4
00:44:32    60     53     129      11     16    0.00       330.56   1009.4
00:45:32    59     53     139      13     17    0.00       286.67   1009.4
00:46:32    60     53     139       8     11    0.00       208.49   1009.4
00:47:32    61     53     122       8     11    0.00       161.98   1009.4
00:48:32    61     53     127       9     13    0.00       138.67   1009.4
00:49:32    61     53     105       8     12    0.00       130.55   1009.5
00:50:32    60     53     125      11     13    0.00       126.18   1009.5
00:51:32    59     53     154      13     16    0.00       123.99   1009.5
00:52:32    61     53     126       9     14    0.00       122.57   1009.5
00:53:32    61     53     134      11     12    0.00       120.15   1009.5
00:54:32    60     53     130      10     13    0.00       118.56   1009.5
00:55:32    60     53     123      10     11    0.00       117.02   1009.5
00:56:32    60     53     134      12     13    0.00       114.93   1009.5
00:57:32    59     52     157      14     16    0.00       112.91   1009.5
00:58:32    60     52     133      12     15    0.00       111.56   1009.5
00:59:32    60     52     140      12     14    0.00       110.48   1009.5
01:00:32    60     52     137      13     16    0.00       109.50   1009.5
01:01:32    60     52     153      13     17    0.00       108.33   1009.5
01:02:32    61     52     138       9     11    0.00       107.25   1009.5
01:03:32    62     52     135       9     12    0.00       107.99   1009.5
01:04:32    61     52     148      11     17    0.00       105.87   1009.6
01:05:32    60     52     141      15     17    0.00       104.28   1009.6
01:06:32    60     52     144      11     16    0.00       103.51   1009.5
01:07:32    61     52     141       7      9    0.00       102.03   1009.6
01:08:32    61     52     140       8      9    0.00       103.75   1009.6
01:09:32    61     52     141      10     13    0.00       129.92   1009.5
01:10:32    62     52     127       8     11    0.00       174.11   1009.5
01:11:32    62     53     120       7      7    0.00       212.37   1009.6
01:12:32    61     53     152       8     10    0.00       226.69   1009.6
01:13:32    60     53     159       9     10    0.00       226.79   1009.6
01:14:32    62     53     117       6     10    0.00       223.29   1009.6
01:15:32    61     53     148       8     13    0.00       216.38   1009.6
01:16:32    60     53     152      10     11    0.00       198.26   1009.7
01:17:32    59     52     139      13     16    0.00       180.61   1009.7
01:18:32    60     52     139      14     16    0.00       174.65   1009.7
01:19:32    59     52     141      14     18    0.00       177.41   1009.7
01:20:32    60     52     149      16     17    0.00       175.66   1009.6
01:21:32    60     52     147      16     17    0.00       157.44   1009.6
01:22:32    61     51     136      15     16    0.00       143.73   1009.6
01:23:32    60     51     138      14     16    0.00       137.29   1009.6
01:24:32    60     51     146      12     14    0.00       123.58    
01:25:32    60     51     144      13     16    0.00       110.04   1009.6
01:26:32    60     51     145      11     14    0.00        98.69   1009.6
01:27:32    61     51     147      11     14    0.00        90.31   1009.6
01:28:32    60     51     141      14     16    0.00        86.97   1009.6
01:29:32    61     51     137      13     15    0.00        89.39   1009.6
01:30:32    61     51     143      13     16    0.00        94.85   1009.6
01:31:32    61     51     142      11     13    0.00       100.38   1009.6
01:32:32    61     51     141      13     15    0.00       104.45   1009.6
01:33:32    61     51     141      11     14    0.00       107.69   1009.6
01:34:32    61     51     144      10     12    0.00       110.04   1009.6
01:35:32    62     51     152       7      9    0.00       100.51   1009.6
01:36:32    61     51     153      10     12    0.00        88.45   1009.6
01:37:32    62     51     147       8      9    0.00        80.30   1009.6
01:38:32    62     51     160       5      6    0.00        73.33   1009.6
01:39:32    61     52     142       8     11    0.00        69.96   1009.6
01:40:32    61     51     150      11     14    0.00        68.98   1009.6
01:41:32    62     51     153      10     13    0.00        68.34   1009.7
01:42:32    62     51     160      11     13    0.00        68.01   1009.6
01:43:32    62     51     163       7      7    0.00        68.11   1009.7
01:44:32    62     51     141      10     11    0.00        68.68   1009.7
01:45:32    62     51     149       9     10    0.00        70.94   1009.7
01:46:32    62     51     146      11     15    0.00        74.47   1009.7
01:47:32    62     51     141      11     13    0.00        72.99   1009.7
01:48:32    62     51     142      12     13    0.00        72.22   1009.7
01:49:32    62     51     138      11     15    0.00        72.86   1009.7
01:50:32    62     51     152      11     14    0.00        69.86   1009.7
01:51:32    63     51     142       7      9    0.00        64.40   1009.7
01:52:32    64     51     141       7      8    0.00        61.20   1009.7
01:53:32    63     51     143       5      8    0.00        61.17   1009.8
01:54:32    63     51     132       6      8    0.00        58.44   1009.8
01:55:32    63     51     132       7     10    0.00        55.88   1009.8
01:56:32    63     51     139      10     13    0.00        55.11   1009.8
01:57:32    63     51     146       8     10    0.00        54.60   1009.8
01:58:32    64     51     129       5      6    0.00        53.96   1009.8
01:59:32    64     51     141       6      6    0.00        52.55   1009.8
02:00:32    62     51     129      11     13    0.00        50.63   1009.8
02:01:32    63     51     136      10     13    0.00        48.57   1009.8
02:02:32    62     51     134      14     16    0.00        47.33   1009.8
02:03:32    63     51     139      12     14    0.00        47.93   1009.8
02:04:32    63     51     134      11     13    0.00        51.40   1009.8
02:05:32    63     51     135      10     13    0.00        56.15   1009.9
02:06:32    63     51     133      10     11    0.00        55.28   1009.9
02:07:32    64     51     135       8     12    0.00        50.56   1009.9
02:08:32    64     51     124       8     11    0.00        49.05   1009.9
02:09:32    64     51     140      10     13    0.00        48.57   1009.9
02:10:32    64     51     131       7     11    0.00        48.14   1009.9
02:11:32    64     51     130       6      9    0.00        46.59   1009.9
