<head/><TITLE>ATG rooftop data for 24 April 2015</TITLE>
<H2>ATG rooftop data for 24 April 2015</H2>

THIS DATA IS SUBJECT TO ERRORS.

All times are <a href=/utc.html>UTC</a>.
<p>
<PRE>
			Wind 
  Time	  RHum 	 Temp	Direct	Speed	Gust	Rain	Radiation    Pres
	   (%)    (F)           (knot)  (knot) (inch)   (Watts m-2) (mbar)

00:00:31    78     48     178       9     12    0.00       130.35   1008.9
00:01:31    78     48     177       7     10    0.00       127.79   1008.9
00:02:31    78     48     197       7      9    0.00       127.76   1008.8
00:03:31    78     48     185       7      8    0.00       125.94   1008.8
00:04:31    78     48     183       7      9    0.00       118.09   1008.8
00:05:31    78     48     167       8     10    0.00       109.97   1008.8
00:06:31    78     48     188       8     13    0.00       107.01   1008.8
00:07:31    76     48     201      10     12    0.00       107.85   1008.7
00:08:31    76     48     195       6      8    0.00       109.37   1008.7
00:09:31    77     48     180       7      9    0.00       108.56   1008.8
00:10:31    77     48     182       6      8    0.00       104.45   1008.8
00:11:31    76     48     175       5      6    0.00        98.82   1008.7
00:12:31    76     48     167       8      9    0.00        93.56   1008.7
00:13:31    76     48     156       7      9    0.00        90.77   1008.7
00:14:31    76     48     167       8      9    0.00        92.82   1008.8
00:15:31    75     48     161       8      9    0.00        97.71   1008.7
00:16:31    75     48     160       7      8    0.00       100.94   1008.8
00:17:31    76     48     158       8     10    0.00       101.52   1008.8
00:18:31    76     48     170       7      9    0.00        99.90   1008.7
00:19:31    76     48     171       6      9    0.00        98.08   1008.8
00:20:31    77     48     156       7     10    0.00        96.09   1008.8
00:21:31    76     48     171       7      9    0.00        93.23   1008.8
00:22:31    76     48     154       6      7    0.00        91.00   1008.8
00:23:31    76     48     169       9     10    0.00        89.99   1008.8
00:24:31    74     48     169       7      9    0.00        89.42   1008.8
00:25:31    75     48     159       8     10    0.00        89.76   1008.8
00:26:31    75     48     173       8     10    0.00        89.96   1008.8
00:27:31    74     48     163       8     10    0.00        89.69   1008.8
00:28:31    74     49     183       8     10    0.00        90.16   1008.8
00:29:31    72     48     187       9     10    0.00        91.58   1008.8
00:30:31    73     49     193       6      8    0.00        93.83   1008.8
00:31:31    72     49     194       8     11    0.00        96.36   1008.8
00:32:31    71     49     180       8     11    0.00        99.67   1008.8
00:33:31    72     49     173       8      9    0.00       104.11   1008.8
00:34:31    71     49     166      10     12    0.00       106.81   1008.8
00:35:31    70     49     152      11     13    0.00       109.77   1008.7
00:36:31    69     49     166      10     12    0.00       115.06   1008.7
00:37:31    68     49     172      15     18    0.00       119.04   1008.7
00:38:31    68     49     171      11     12    0.00       118.84   1008.7
00:39:31    68     49     166      12     14    0.00       117.45   1008.7
00:40:31    68     49     178      11     12    0.00       118.47   1008.7
00:41:31    69     49     200       9     12    0.00       119.04   1008.7
00:42:31    69     49     185      10     12    0.00       118.57   1008.7
00:43:31    69     49     186      10     12    0.00       115.60   1008.7
00:44:31    69     49     166      10     14    0.00       109.94   1008.7
00:45:31    69     49     181      13     15    0.00       104.28   1008.6
00:46:31    70     49     174       6      9    0.00       100.61   1008.7
00:47:31    70     49     173       9     11    0.00       104.18   1008.7
00:48:31    70     49     180       8     14    0.00       112.20   1008.6
00:49:31    70     49     169      13     14    0.00       128.88   1008.7
00:50:31    70     49     172      13     16    0.00       135.08   1008.7
00:51:31    69     49     188      10     13    0.00       138.68   1008.6
00:52:31    70     49     168       9     11    0.00       145.02   1008.6
00:53:31    70     49     173      12     14    0.00       149.40   1008.5
00:54:31    70     49     148       7     10    0.00       154.92   1008.5
00:55:31    70     49     160       8     10    0.00       157.65   1008.4
00:56:31    70     49     180      10     11    0.00       155.06   1008.5
00:57:31    71     49     141       9     11    0.00       157.59   1008.5
00:58:31    70     49     159      10     14    0.00       165.91   1008.5
00:59:31    71     49     164       7      8    0.00       169.11   1008.5
01:00:31    71     49     172      10     13    0.00       174.97   1008.4
01:01:31    69     49     175      11     13    0.00       176.69   1008.3
01:02:31    70     49     202       8     10    0.00       176.42   1008.3
01:03:31    69     49     210      10     11    0.00       172.58   1008.3
01:04:31    69     49     170       7      8    0.00       168.61   1008.3
01:05:31    69     49     170       8     13    0.00       167.56   1008.3
01:06:31    68     49     174      13     14    0.00       161.16   1008.3
01:07:31    68     49     172      14     15    0.00       158.46   1008.3
01:08:31    69     49     177       8     10    0.00       190.40   1008.2
01:09:31    69     49     167      10     11    0.00       258.87   1008.2
01:10:31    69     49     142       7      9    0.00       294.72   1008.2
01:11:31    68     49     157       8     10    0.00       292.23   1008.2
01:12:31    69     49     160       7      7    0.00       299.47   1008.2
01:13:31    68     50     179       8     11    0.00       272.45   1008.2
01:14:31    68     50     133      10     11    0.00       288.75   1008.2
01:15:31    69     50     156       8     10    0.00       282.96   1008.2
01:16:31    68     50     137       8      9    0.00       281.95   1008.2
01:17:31    68     50     157      10     11    0.00       285.28   1008.2
01:18:31    68     50     166       8     11    0.00       287.91   1008.2
01:19:31    68     50     156       8     10    0.00       284.81   1008.2
01:20:31    68     50     158      10     11    0.00       275.04   1008.2
01:21:31    68     50     189       8      9    0.00       198.25   1008.2
01:22:31    68     50     167       9     11    0.00       227.77   1008.2
01:23:31    68     50     184       8     11    0.00       165.17   1008.2
01:24:31    68     50     167      10     13    0.00       199.09   1008.2
01:25:31    67     50     178      12     13    0.00       200.51   1008.2
01:26:31    67     50     200      10     11    0.00       114.36   1008.2
01:27:31    68     50     192      10     12    0.00       134.77   1008.2
01:28:31    68     50     179       9     11    0.00       133.93   1008.2
01:29:31    67     50     188       9     11    0.00       191.88   1008.2
01:30:31    68     50     182       7     10    0.00       189.46   1008.2
01:31:31    67     50     181       9     11    0.00       193.54   1008.2
01:32:31    68     50     175       8      9    0.00       184.81   1008.2
01:33:31    68     50     183      10     11    0.00       194.14   1008.2
01:34:31    67     50     180      11     15    0.00       190.13   1008.2
01:35:31    67     50     172      13     16    0.00       177.73   1008.1
01:36:31    67     50     209      10     12    0.00       166.41   1008.1
01:37:31    67     50     182      10     13    0.00       157.82   1008.1
01:38:31    66     50     180       7     10    0.00       156.07   1008.1
01:39:31    67     50     193       8     11    0.00       152.50   1008.1
01:40:31    67     50     193       7      9    0.00       136.66   1008.1
01:41:31    67     50     177       7     10    0.00        97.68   1008.1
01:42:31    67     50     188       6      7    0.00        68.43   1008.1
01:43:31    67     50     188      10     14    0.00        70.39   1008.1
01:44:31    66     50     192      11     13    0.00        51.82   1008.1
01:45:31    67     50     162       8     10    0.00        48.31   1008.1
01:46:31    68     50     168       9     10    0.00        47.95   1008.1
01:47:31    68     50     199       7     11    0.00        47.07   1008.1
01:48:31    66     50     199       9     10    0.00        46.80   1008.1
01:49:31    67     50     194       8     10    0.00        46.36   1008.1
01:50:31    66     50     199      10     12    0.00        41.74   1008.1
01:51:31    66     50     199      10     11    0.00        37.97   1008.1
01:52:31    66     50     183       8     10    0.00        37.67   1008.2
01:53:31    66     50     178      10     12    0.00        37.43   1008.1
01:54:31    66     50     188       6      8    0.00        36.45   1008.2
01:55:31    66     50     198       7      9    0.00        35.28   1008.2
01:56:31    66     50     198       8     10    0.00        33.19   1008.2
01:57:31    66     50     201       6      7    0.00        31.97   1008.2
01:58:31    66     50     181      11     14    0.00        30.22   1008.2
01:59:31    65     50     179      13     15    0.00        32.28   1008.3
02:00:31    66     50     198      12     16    0.00        33.73   1008.3
02:01:31    66     50     196       8      9    0.00        30.39   1008.3
02:02:31    66     50     211       7      8    0.00        22.44   1008.2
02:03:31    67     50     214       8     10    0.00        15.30   1008.3
02:04:31    67     50     209       9     10    0.00        11.35   1008.3
02:05:31    68     50     202       7     10    0.00         9.94   1008.3
02:06:31    67     49     210       9     10    0.00         8.19   1008.3
02:07:31    68     49     207       9     11    0.00         6.57   1008.3
02:08:31    68     49     214       7      7    0.00         5.76   1008.4
02:09:31    69     49     209       8      9    0.00         5.49   1008.4
02:10:31    69     49     215       8      9    0.00         4.95   1008.5
02:11:31    70     49     220      13     16    0.00         5.59   1008.5
